number_of_tasks,number_of_drones,drone_speed,truck_speed,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Avg_Energy_consumption,Avg_power,Costmer_density
151.0,31.0,250.0,150.0,31,151,103.73,250.06,697529.64,0.69,4.87,22500.96,6705.718387096775,6705.718387096775,0.5
201.0,31.0,250.0,150.0,31,201,119.4,235.38,811712.1599999999,0.59,6.48,26184.26,7964.787741935484,7964.787741935484,0.5
251.0,31.0,250.0,150.0,31,251,142.27,232.63,981834.8800000004,0.57,8.1,31672.09,9604.046129032258,9604.046129032258,0.5
301.0,31.0,250.0,150.0,31,301,167.03,235.68,1167955.22,0.55,9.71,37675.97,11372.231612903228,11372.231612903228,0.5
351.0,31.0,250.0,150.0,31,351,187.83,236.59,1323170.36,0.54,11.32,42682.91,12823.772580645162,12823.772580645162,0.5
1.0,41.0,250.0,150.0,41,1,11.1,275.7,3060.23,11.1,0.02,74.64,18.29073170731707,18.29073170731707,0.5
51.0,41.0,250.0,150.0,41,51,70.13,318.1,556642.2900000002,1.38,1.24,13576.64,3436.442682926829,3436.442682926829,0.5
101.0,41.0,250.0,150.0,41,101,80.77,297.88,787038.6899999997,0.8,2.46,19196.07,4998.760487804877,4998.760487804877,0.5
151.0,41.0,250.0,150.0,41,151,86.63,270.68,863386.36,0.57,3.68,21058.2,5759.175609756097,5759.175609756097,0.5
201.0,41.0,250.0,150.0,41,201,103.0,243.28,916916.9599999998,0.51,4.9,22363.83,6638.118048780489,6638.118048780489,0.5
251.0,41.0,250.0,150.0,41,251,118.47,248.34,1057162.96,0.47,6.12,25784.46,7778.498048780486,7778.498048780486,0.5
301.0,41.0,250.0,150.0,41,301,136.5,237.29,1236735.11,0.45,7.34,30164.27,9101.67219512195,9101.67219512195,0.5
351.0,41.0,250.0,150.0,41,351,151.9,236.13,1384183.8600000003,0.43,8.56,33760.58,10151.862439024388,10151.862439024388,0.5
1.0,1.0,300.0,150.0,1,1,9.27,330.24,3060.23,9.27,1.0,3060.23,893.87,893.87,0.5
51.0,1.0,300.0,150.0,1,51,590.47,294.09,173648.22,11.58,51.0,173648.22,60720.19,60720.19,0.5
101.0,1.0,300.0,150.0,1,101,1175.53,293.78,345351.67,11.64,101.0,345351.67,119602.48,119602.48,0.5
151.0,1.0,300.0,150.0,1,151,1717.9,293.9,504898.04,11.38,151.0,504898.04,174054.54,174054.54,0.5
201.0,1.0,300.0,150.0,1,201,2216.87,294.18,652166.31,11.03,201.0,652166.31,224181.67,224181.67,0.5
251.0,1.0,300.0,150.0,1,251,2833.97,294.44,834441.38,11.29,251.0,834441.38,286637.4,286637.4,0.5
301.0,1.0,300.0,150.0,1,301,3490.17,294.67,1028451.68,11.6,301.0,1028451.68,353217.92,353217.92,0.5
351.0,1.0,300.0,150.0,1,351,4041.5,294.75,1191227.15,11.51,351.0,1191227.15,408004.01,408004.01,0.5
1.0,11.0,300.0,150.0,11,1,9.27,330.24,3060.23,9.27,0.09,278.2,81.2609090909091,81.2609090909091,0.5
51.0,11.0,300.0,150.0,11,51,85.9,326.06,283875.67,1.68,4.64,25806.88,8382.72090909091,8382.72090909091,0.5
101.0,11.0,300.0,150.0,11,101,130.0,292.05,400034.2,1.29,9.18,36366.75,12812.740000000002,12812.740000000002,0.5
151.0,11.0,300.0,150.0,11,151,180.17,287.83,547829.64,1.19,13.73,49802.69,17453.775454545455,17453.775454545455,0.5
201.0,11.0,300.0,150.0,11,201,224.6,287.39,692952.6600000001,1.12,18.27,62995.7,22023.68181818182,22023.68181818182,0.5
251.0,11.0,300.0,150.0,11,251,277.5,291.02,870774.8900000001,1.11,22.82,79161.35,27570.39363636364,27570.39363636364,0.5
301.0,11.0,300.0,150.0,11,301,338.17,291.4,1067037.19,1.12,27.36,97003.38,33659.17090909091,33659.17090909091,0.5
351.0,11.0,300.0,150.0,11,351,385.73,291.32,1224654.49,1.1,31.91,111332.23,38537.06909090909,38537.06909090909,0.5
1.0,21.0,300.0,150.0,21,1,9.27,330.24,3060.23,9.27,0.05,145.73,42.565238095238094,42.565238095238094,0.5
51.0,21.0,300.0,150.0,21,51,72.7,358.3,436407.34,1.43,2.43,20781.3,6252.883333333334,6252.883333333334,0.5
101.0,21.0,300.0,150.0,21,101,87.73,325.04,540575.98,0.87,4.81,25741.71,8451.608095238093,8451.608095238093,0.5
151.0,21.0,300.0,150.0,21,151,111.9,292.15,622580.8499999999,0.74,7.19,29646.71,10422.9419047619,10422.9419047619,0.5
201.0,21.0,300.0,150.0,21,201,134.23,284.81,762154.55,0.67,9.57,36293.07,12719.126190476189,12719.126190476189,0.5
251.0,21.0,300.0,150.0,21,251,162.1,288.56,937273.51,0.65,11.95,44632.07,15599.58238095238,15599.58238095238,0.5
301.0,21.0,300.0,150.0,21,301,193.27,287.62,1125783.11,0.64,14.33,53608.72,18669.14857142857,18669.14857142857,0.5
351.0,21.0,300.0,150.0,21,351,217.93,286.99,1286366.52,0.62,16.71,61255.55,21269.00714285715,21269.00714285715,0.5
1.0,31.0,300.0,150.0,31,1,9.27,330.24,3060.23,9.27,0.03,98.72,28.83451612903226,28.83451612903226,0.5
51.0,31.0,300.0,150.0,31,51,62.43,377.12,511197.76,1.22,1.65,16490.25,4872.948387096774,4872.948387096774,0.5
101.0,31.0,300.0,150.0,31,101,77.1,356.59,712641.5700000001,0.76,3.26,22988.44,7093.278709677419,7093.278709677419,0.5
151.0,31.0,300.0,150.0,31,151,87.37,322.47,776926.66,0.58,4.87,25062.15,8238.438387096774,8238.438387096774,0.5
201.0,31.0,300.0,150.0,31,201,102.7,290.53,851456.7000000001,0.51,6.48,27466.35,9573.016774193547,9573.016774193547,0.5
251.0,31.0,300.0,150.0,31,251,121.03,281.67,1009096.49,0.48,8.1,32551.5,11425.925483870968,11425.925483870968,0.5
301.0,31.0,300.0,150.0,31,301,141.13,290.29,1197481.4400000002,0.47,9.71,38628.43,13494.134516129034,13494.134516129034,0.5
351.0,31.0,300.0,150.0,31,351,158.07,284.25,1346500.38,0.45,11.32,43435.5,15173.26258064516,15173.26258064516,0.5
1.0,41.0,300.0,150.0,41,1,9.27,330.24,3060.23,9.27,0.02,74.64,21.80170731707317,21.80170731707317,0.5
51.0,41.0,300.0,150.0,41,51,59.87,390.36,563269.42,1.17,1.24,13738.28,4030.17487804878,4030.17487804878,0.5
101.0,41.0,300.0,150.0,41,101,72.7,368.79,834159.9800000001,0.72,2.46,20345.37,6120.7958536585365,6120.7958536585365,0.5
151.0,41.0,300.0,150.0,41,151,77.83,350.65,940525.3800000004,0.52,3.68,22939.64,7181.864390243901,7181.864390243901,0.5
201.0,41.0,300.0,150.0,41,201,86.27,317.16,1024349.0,0.43,4.9,24984.12,8175.495853658537,8175.495853658537,0.5
251.0,41.0,300.0,150.0,41,251,101.4,293.73,1102706.33,0.4,6.12,26895.28,9348.4043902439,9348.4043902439,0.5
301.0,41.0,300.0,150.0,41,301,116.37,292.73,1282096.0499999996,0.39,7.34,31270.64,10849.04024390244,10849.04024390244,0.5
351.0,41.0,300.0,150.0,41,351,129.03,287.17,1417819.4600000004,0.37,8.56,34580.96,12072.751463414636,12072.751463414636,0.5
1.0,1.0,350.0,150.0,1,1,8.17,374.72,3060.23,8.17,1.0,3060.23,1087.76,1087.76,0.5
51.0,1.0,350.0,150.0,1,51,509.4,342.8,174623.76,9.99,51.0,174623.76,71909.4,71909.4,0.5
101.0,1.0,350.0,150.0,1,101,1011.4,341.64,345537.78,10.01,101.0,345537.78,141593.74,141593.74,0.5
151.0,1.0,350.0,150.0,1,151,1478.27,342.05,505643.06,9.79,151.0,505643.06,206306.56,206306.56,0.5
201.0,1.0,350.0,150.0,1,201,1907.5,341.81,652004.99,9.49,201.0,652004.99,265761.79,265761.79,0.5
251.0,1.0,350.0,150.0,1,251,2438.77,342.09,834280.07,9.72,251.0,834280.07,339844.3,339844.3,0.5
301.0,1.0,350.0,150.0,1,301,3003.3,342.39,1028290.36,9.98,301.0,1028290.36,418721.16,418721.16,0.5
351.0,1.0,350.0,150.0,1,351,3477.53,342.5,1191065.83,9.91,351.0,1191065.83,483905.7,483905.7,0.5
1.0,11.0,350.0,150.0,11,1,8.17,374.72,3060.23,8.17,0.09,278.2,98.88727272727272,98.88727272727272,0.5
51.0,11.0,350.0,150.0,11,51,81.13,404.94,315141.05,1.59,4.64,28649.19,10537.062727272729,10537.062727272729,0.5
101.0,11.0,350.0,150.0,11,101,112.23,343.4,414553.17,1.11,9.18,37686.65,15284.822727272727,15284.822727272727,0.5
151.0,11.0,350.0,150.0,11,151,154.77,343.23,557664.15,1.02,13.73,50696.74,20777.162727272724,20777.162727272724,0.5
201.0,11.0,350.0,150.0,11,201,192.87,337.55,700630.5900000001,0.96,18.27,63693.69,26204.021818181816,26204.021818181816,0.5
251.0,11.0,350.0,150.0,11,251,239.3,340.19,881960.5,0.95,22.82,80178.23,32886.63181818182,32886.63181818182,0.5
301.0,11.0,350.0,150.0,11,301,291.03,338.52,1073422.16,0.97,27.36,97583.83,40003.71000000001,40003.71000000001,0.5
351.0,11.0,350.0,150.0,11,351,331.43,339.56,1231312.06,0.94,31.91,111937.46,45801.49090909091,45801.49090909091,0.5
1.0,21.0,350.0,150.0,21,1,8.17,374.72,3060.23,8.17,0.05,145.73,51.79809523809524,51.79809523809524,0.5
51.0,21.0,350.0,150.0,21,51,67.2,415.53,456765.16,1.32,2.43,21750.72,7683.2423809523825,7683.2423809523825,0.5
101.0,21.0,350.0,150.0,21,101,80.03,396.45,599308.0700000002,0.79,4.81,28538.48,10557.183333333334,10557.183333333334,0.5
151.0,21.0,350.0,150.0,21,151,97.47,347.22,655361.83,0.65,7.19,31207.71,12564.474285714286,12564.474285714286,0.5
201.0,21.0,350.0,150.0,21,201,115.77,339.66,785371.12,0.58,9.57,37398.62,15228.990952380953,15228.990952380953,0.5
251.0,21.0,350.0,150.0,21,251,139.6,339.4,956072.79,0.56,11.95,45527.28,18604.06142857143,18604.06142857143,0.5
301.0,21.0,350.0,150.0,21,301,166.1,341.4,1144386.38,0.55,14.33,54494.59,22250.74428571428,22250.74428571428,0.5
351.0,21.0,350.0,150.0,21,351,187.3,338.94,1299735.55,0.53,16.71,61892.17,25304.101904761905,25304.101904761905,0.5
1.0,31.0,350.0,150.0,31,1,8.17,374.72,3060.23,8.17,0.03,98.72,35.08903225806451,35.08903225806451,0.5
51.0,31.0,350.0,150.0,31,51,56.57,429.99,523232.09,1.11,1.65,16878.45,5899.3606451612895,5899.3606451612895,0.5
101.0,31.0,350.0,150.0,31,101,71.97,423.2,760779.76,0.71,3.26,24541.28,8794.904838709677,8794.904838709677,0.5
151.0,31.0,350.0,150.0,31,151,80.03,383.09,851378.5999999999,0.53,4.87,27463.83,10210.77193548387,10210.77193548387,0.5
201.0,31.0,350.0,150.0,31,201,88.83,356.95,920658.6799999998,0.44,6.48,29698.67,11607.786774193552,11607.786774193552,0.5
251.0,31.0,350.0,150.0,31,251,104.6,342.7,1050303.2500000002,0.42,8.1,33880.75,13682.850967741935,13682.850967741935,0.5
301.0,31.0,350.0,150.0,31,301,122.13,344.05,1224334.18,0.41,9.71,39494.65,16066.001612903226,16066.001612903226,0.5
351.0,31.0,350.0,150.0,31,351,135.87,339.76,1376384.0599999998,0.39,11.32,44399.49,18099.84580645161,18099.84580645161,0.5
1.0,41.0,350.0,150.0,41,1,8.17,374.72,3060.23,8.17,0.02,74.64,26.530731707317077,26.530731707317077,0.5
51.0,41.0,350.0,150.0,41,51,55.1,419.41,568221.9900000001,1.08,1.24,13859.07,4818.67756097561,4818.67756097561,0.5
101.0,41.0,350.0,150.0,41,101,66.47,406.11,871442.7099999998,0.66,2.46,21254.7,7498.494634146342,7498.494634146342,0.5
151.0,41.0,350.0,150.0,41,151,73.07,402.47,1012525.0500000004,0.48,3.68,24695.73,8906.929512195124,8906.929512195124,0.5
201.0,41.0,350.0,150.0,41,201,79.67,391.31,1122684.65,0.4,4.9,27382.55,10150.675609756096,10150.675609756096,0.5
251.0,41.0,350.0,150.0,41,251,86.27,367.67,1197836.4699999995,0.34,6.12,29215.52,11354.092926829266,11354.092926829266,0.5
301.0,41.0,350.0,150.0,41,301,99.83,352.68,1332252.81,0.33,7.34,32493.97,13026.72463414634,13026.72463414634,0.5
351.0,41.0,350.0,150.0,41,351,111.57,343.65,1465343.37,0.32,8.56,35740.08,14475.038780487806,14475.038780487806,0.5
1.0,1.0,400.0,150.0,1,1,7.07,433.05,3060.23,7.07,1.0,3060.23,1279.35,1279.35,0.5
51.0,1.0,400.0,150.0,1,51,447.07,391.51,175030.13,8.77,51.0,175030.13,85087.5,85087.5,0.5
101.0,1.0,400.0,150.0,1,101,886.27,390.36,345966.48,8.77,101.0,345966.48,167583.14,167583.14,0.5
151.0,1.0,400.0,150.0,1,151,1296.27,390.31,505949.49,8.58,151.0,505949.49,244474.21,244474.21,0.5
201.0,1.0,400.0,150.0,1,201,1671.77,390.17,652278.41,8.32,201.0,652278.41,314881.01,314881.01,0.5
251.0,1.0,400.0,150.0,1,251,2137.1,390.45,834428.33,8.51,251.0,834428.33,402582.24,402582.24,0.5
301.0,1.0,400.0,150.0,1,301,2631.63,390.8,1028438.63,8.74,301.0,1028438.63,495952.57,495952.57,0.5
351.0,1.0,400.0,150.0,1,351,3047.03,390.93,1191162.03,8.68,351.0,1191162.03,573370.32,573370.32,0.5
1.0,11.0,400.0,150.0,11,1,7.07,433.05,3060.23,7.07,0.09,278.2,116.30454545454543,116.30454545454543,0.5
51.0,11.0,400.0,150.0,11,51,77.1,450.06,340246.18,1.51,4.64,30931.47,13297.763636363636,13297.763636363636,0.5
101.0,11.0,400.0,150.0,11,101,100.37,401.26,430327.8000000001,0.99,9.18,39120.71,18526.355454545454,18526.355454545454,0.5
151.0,11.0,400.0,150.0,11,151,137.07,391.89,566925.34,0.91,13.73,51538.67,24934.024545454547,24934.024545454547,0.5
201.0,11.0,400.0,150.0,11,201,170.07,388.56,708440.5299999999,0.85,18.27,64403.68,31322.26363636364,31322.26363636364,0.5
251.0,11.0,400.0,150.0,11,251,210.9,389.53,887956.2299999999,0.84,22.82,80723.29,39214.92636363636,39214.92636363636,0.5
301.0,11.0,400.0,150.0,11,301,256.2,387.45,1082379.24,0.85,27.36,98398.11,47712.07818181818,47712.07818181818,0.5
351.0,11.0,400.0,150.0,11,351,292.3,388.53,1238058.9200000002,0.83,31.91,112550.81,54555.906363636364,54555.906363636364,0.5
1.0,21.0,400.0,150.0,21,1,7.07,433.05,3060.23,7.07,0.05,145.73,60.92142857142856,60.92142857142856,0.5
51.0,21.0,400.0,150.0,21,51,62.8,463.6,472182.8400000001,1.23,2.43,22484.9,9387.454285714286,9387.454285714286,0.5
101.0,21.0,400.0,150.0,21,101,76.37,455.53,644481.5700000001,0.76,4.81,30689.6,13258.31238095238,13258.31238095238,0.5
151.0,21.0,400.0,150.0,21,151,87.0,408.76,701601.14,0.58,7.19,33409.58,15367.876666666663,15367.876666666663,0.5
201.0,21.0,400.0,150.0,21,201,102.17,394.18,808451.2000000001,0.51,9.57,38497.68,18391.567142857144,18391.567142857144,0.5
251.0,21.0,400.0,150.0,21,251,124.37,384.02,973092.03,0.5,11.95,46337.72,22369.470952380954,22369.470952380954,0.5
301.0,21.0,400.0,150.0,21,301,147.23,389.33,1161565.05,0.49,14.33,55312.62,26666.53523809524,26666.53523809524,0.5
351.0,21.0,400.0,150.0,21,351,164.93,388.78,1314207.68,0.47,16.71,62581.32,30223.39904761904,30223.39904761904,0.5
1.0,31.0,400.0,150.0,31,1,7.07,433.05,3060.23,7.07,0.03,98.72,41.26935483870968,41.26935483870968,0.5
51.0,31.0,400.0,150.0,31,51,52.53,471.62,532072.51,1.03,1.65,17163.63,7137.345483870966,7137.345483870966,0.5
101.0,31.0,400.0,150.0,31,101,67.93,459.12,798710.75,0.67,3.26,25764.86,10875.471290322585,10875.471290322585,0.5
151.0,31.0,400.0,150.0,31,151,75.63,461.46,912300.1299999998,0.5,4.87,29429.04,12750.159354838712,12750.159354838712,0.5
201.0,31.0,400.0,150.0,31,201,82.23,422.37,1002497.49,0.41,6.48,32338.63,14492.594516129036,14492.594516129036,0.5
251.0,31.0,400.0,150.0,31,251,93.13,394.23,1086909.71,0.37,8.1,35061.6,16562.812258064514,16562.812258064514,0.5
301.0,31.0,400.0,150.0,31,301,108.8,389.95,1262130.59,0.36,9.71,40713.89,19356.843548387096,19356.843548387096,0.5
351.0,31.0,400.0,150.0,31,351,120.4,389.75,1403792.56,0.34,11.32,45283.63,21680.32806451613,21680.32806451613,0.5
1.0,41.0,400.0,150.0,41,1,7.07,433.05,3060.23,7.07,0.02,74.64,31.203658536585365,31.203658536585365,0.5
51.0,41.0,400.0,150.0,41,51,49.97,475.1,571889.92,0.98,1.24,13948.53,5793.52243902439,5793.52243902439,0.5
101.0,41.0,400.0,150.0,41,101,61.7,459.17,900518.9400000002,0.61,2.46,21963.88,9184.948292682922,9184.948292682922,0.5
151.0,41.0,400.0,150.0,41,151,68.67,454.44,1063232.39,0.45,3.68,25932.5,11034.229024390244,11034.229024390244,0.5
201.0,41.0,400.0,150.0,41,201,75.63,453.94,1200531.3900000004,0.38,4.9,29281.25,12685.533170731707,12685.533170731707,0.5
251.0,41.0,400.0,150.0,41,251,81.5,429.78,1297126.08,0.32,6.12,31637.22,14138.280731707317,14138.280731707317,0.5
301.0,41.0,400.0,150.0,41,301,89.57,406.33,1390430.41,0.3,7.34,33912.94,15797.608048780488,15797.608048780488,0.5
351.0,41.0,400.0,150.0,41,351,99.67,395.44,1514360.3299999996,0.28,8.56,36935.62,17480.98926829268,17480.98926829268,0.5
1.0,1.0,450.0,150.0,1,1,6.33,483.19,3060.23,6.33,1.0,3060.23,1529.23,1529.23,0.5
51.0,1.0,450.0,150.0,1,51,399.7,439.49,175666.04,7.84,51.0,175666.04,100604.08,100604.08,0.5
101.0,1.0,450.0,150.0,1,101,789.1,438.57,346078.55,7.81,101.0,346078.55,197567.44,197567.44,0.5
151.0,1.0,450.0,150.0,1,151,1154.17,438.45,506041.28,7.64,151.0,506041.28,288369.97,288369.97,0.5
201.0,1.0,450.0,150.0,1,201,1489.63,438.12,652636.24,7.41,201.0,652636.24,371759.95,371759.95,0.5
251.0,1.0,450.0,150.0,1,251,1903.73,438.5,834786.16,7.58,251.0,834786.16,475170.28,475170.28,0.5
301.0,1.0,450.0,150.0,1,301,2343.93,438.92,1028796.46,7.79,301.0,1028796.46,585272.24,585272.24,0.5
351.0,1.0,450.0,150.0,1,351,2713.9,439.04,1191519.86,7.73,351.0,1191519.86,676839.35,676839.35,0.5
1.0,11.0,450.0,150.0,11,1,6.33,483.19,3060.23,6.33,0.09,278.2,139.0209090909091,139.0209090909091,0.5
51.0,11.0,450.0,150.0,11,51,73.43,499.34,356879.18,1.44,4.64,32443.56,16609.298181818183,16609.298181818183,0.5
101.0,11.0,450.0,150.0,11,101,91.5,456.0,442490.01,0.91,9.18,40226.36,22479.80636363637,22479.80636363637,0.5
151.0,11.0,450.0,150.0,11,151,123.2,435.61,574964.24,0.82,13.73,52269.48,29844.199090909096,29844.199090909096,0.5
201.0,11.0,450.0,150.0,11,201,152.6,432.76,715937.1800000002,0.76,18.27,65085.2,37364.98545454546,37364.98545454546,0.5
251.0,11.0,450.0,150.0,11,251,189.23,443.43,898470.6599999999,0.75,22.82,81679.15,46659.99818181818,46659.99818181818,0.5
301.0,11.0,450.0,150.0,11,301,229.33,437.14,1088362.54,0.76,27.36,98942.05,56638.21909090909,56638.21909090909,0.5
351.0,11.0,450.0,150.0,11,351,261.33,437.06,1245238.4400000002,0.74,31.91,113203.49,64630.35090909091,64630.35090909091,0.5
1.0,21.0,450.0,150.0,21,1,6.33,483.19,3060.23,6.33,0.05,145.73,72.82047619047619,72.82047619047619,0.5
51.0,21.0,450.0,150.0,21,51,58.77,514.71,482181.25,1.15,2.43,22961.01,11468.015714285715,11468.015714285715,0.5
101.0,21.0,450.0,150.0,21,101,72.7,519.65,675564.1199999999,0.72,4.81,32169.72,16559.504761904762,16559.504761904762,0.5
151.0,21.0,450.0,150.0,21,151,81.87,490.54,749670.0599999998,0.54,7.19,35698.57,19175.65952380952,19175.65952380952,0.5
201.0,21.0,450.0,150.0,21,201,93.37,437.91,828933.0499999999,0.46,9.57,39473.0,22172.696666666667,22172.696666666667,0.5
251.0,21.0,450.0,150.0,21,251,111.9,443.96,993068.85,0.45,11.95,47288.99,26830.831428571437,26830.831428571437,0.5
301.0,21.0,450.0,150.0,21,301,132.57,440.48,1177358.0499999998,0.44,14.33,56064.67,31856.840000000007,31856.840000000007,0.5
351.0,21.0,450.0,150.0,21,351,148.6,436.04,1332456.95,0.42,16.71,63450.33,36128.10571428571,36128.10571428571,0.5
1.0,31.0,450.0,150.0,31,1,6.33,483.19,3060.23,6.33,0.03,98.72,49.33,49.33,0.5
51.0,31.0,450.0,150.0,31,51,48.5,520.4,537880.7400000001,0.95,1.65,17350.99,8603.799354838711,8603.799354838711,0.5
101.0,31.0,450.0,150.0,31,101,63.9,503.54,823790.89,0.63,3.26,26573.9,13380.56677419355,13380.56677419355,0.5
151.0,31.0,450.0,150.0,31,151,71.97,499.58,957304.06,0.48,4.87,30880.78,15900.141935483867,15900.141935483867,0.5
201.0,31.0,450.0,150.0,31,201,78.2,485.79,1062137.66,0.39,6.48,34262.51,18126.618709677427,18126.618709677427,0.5
251.0,31.0,450.0,150.0,31,251,85.53,465.33,1144606.22,0.34,8.1,36922.78,20278.505161290323,20278.505161290323,0.5
301.0,31.0,450.0,150.0,31,301,98.87,441.32,1291813.31,0.33,9.71,41671.4,23368.549032258063,23368.549032258063,0.5
351.0,31.0,450.0,150.0,31,351,109.4,442.89,1430318.79,0.31,11.32,46139.32,26097.343870967743,26097.343870967743,0.5
1.0,41.0,450.0,150.0,41,1,6.33,483.19,3060.23,6.33,0.02,74.64,37.29829268292683,37.29829268292683,0.5
51.0,41.0,450.0,150.0,41,51,46.67,513.4,574249.2300000001,0.92,1.24,14006.08,6898.9241463414655,6898.9241463414655,0.5
101.0,41.0,450.0,150.0,41,101,57.67,500.57,918853.5500000002,0.57,2.46,22411.06,11220.588536585365,11220.588536585365,0.5
151.0,41.0,450.0,150.0,41,151,65.0,497.86,1103471.2699999998,0.43,3.68,26913.93,13624.632926829265,13624.632926829265,0.5
201.0,41.0,450.0,150.0,41,201,71.6,491.75,1255648.0399999998,0.36,4.9,30625.56,15797.53292682927,15797.53292682927,0.5
251.0,41.0,450.0,150.0,41,251,77.1,499.53,1372506.2999999998,0.31,6.12,33475.76,17635.30463414634,17635.30463414634,0.5
301.0,41.0,450.0,150.0,41,301,83.33,466.22,1474191.11,0.28,7.34,35955.88,19471.525609756103,19471.525609756103,0.5
351.0,41.0,450.0,150.0,41,351,89.97,447.22,1560465.9799999995,0.26,8.56,38060.15,21238.78536585366,21238.78536585366,0.5
1.0,1.0,500.0,150.0,1,1,5.6,546.47,3060.23,5.6,1.0,3060.23,1762.08,1762.08,0.5
51.0,1.0,500.0,150.0,1,51,361.6,487.67,176341.4,7.09,51.0,176341.4,118134.53,118134.53,0.5
101.0,1.0,500.0,150.0,1,101,712.3,486.17,346299.78,7.05,101.0,346299.78,231704.09,231704.09,0.5
151.0,1.0,500.0,150.0,1,151,1041.17,486.36,506383.31,6.9,151.0,506383.31,338126.34,338126.34,0.5
201.0,1.0,500.0,150.0,1,201,1344.7,485.91,653408.32,6.69,201.0,653408.32,436280.4,436280.4,0.5
251.0,1.0,500.0,150.0,1,251,1718.1,486.25,835427.82,6.85,251.0,835427.82,557496.97,557496.97,0.5
301.0,1.0,500.0,150.0,1,301,2115.17,486.69,1029438.12,7.03,301.0,1029438.12,686576.59,686576.59,0.5
351.0,1.0,500.0,150.0,1,351,2448.87,486.79,1192093.0,6.98,351.0,1192093.0,794107.51,794107.51,0.5
1.0,11.0,500.0,150.0,11,1,5.6,546.47,3060.23,5.6,0.09,278.2,160.1890909090909,160.1890909090909,0.5
51.0,11.0,500.0,150.0,11,51,69.77,551.76,375208.48,1.37,4.64,34109.86,20350.44272727273,20350.44272727273,0.5
101.0,11.0,500.0,150.0,11,101,85.9,514.53,466785.2400000001,0.85,9.18,42435.02,27280.31454545455,27280.31454545455,0.5
