number_of_tasks,number_of_drones,drone_speed,truck_speed,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Avg_Energy_consumption,Avg_power,Costmer_density
1.0,31.0,150.0,300.0,31,1,80.23,38.14,3060.23,80.23,0.03,98.72,72.14258064516129,72.14258064516129,0.5
51.0,31.0,150.0,300.0,31,51,114.1,135.9,339664.21,2.24,1.65,10956.91,3489.782580645161,3489.782580645161,0.5
101.0,31.0,150.0,300.0,31,101,141.8,128.28,454244.55,1.4,3.26,14653.05,4632.865161290323,4632.865161290323,0.5
151.0,31.0,150.0,300.0,31,151,174.93,128.56,576864.6099999999,1.16,4.87,18608.54,5693.607419354838,5693.607419354838,0.5
201.0,31.0,150.0,300.0,31,201,204.3,122.33,710048.7800000001,1.02,6.48,22904.8,6821.244516129032,6821.244516129032,0.5
251.0,31.0,150.0,300.0,31,251,240.23,127.66,884088.82,0.96,8.1,28518.99,8224.905483870965,8224.905483870965,0.5
301.0,31.0,150.0,300.0,31,301,281.97,130.18,1079399.3199999998,0.94,9.71,34819.33,9776.389354838711,9776.389354838711,0.5
351.0,31.0,150.0,300.0,31,351,316.2,138.41,1239349.9300000002,0.9,11.32,39979.03,11007.89,11007.89,0.5
1.0,41.0,150.0,300.0,41,1,80.23,38.14,3060.23,80.23,0.02,74.64,54.54682926829268,54.54682926829268,0.5
51.0,41.0,150.0,300.0,41,51,111.13,147.21,449512.70000000007,2.18,1.24,10963.72,3292.973902439024,3292.973902439024,0.5
101.0,41.0,150.0,300.0,41,101,131.2,125.36,513377.17,1.3,2.46,12521.39,4011.8343902439024,4011.8343902439024,0.5
151.0,41.0,150.0,300.0,41,151,149.1,137.87,623099.0500000002,0.99,3.68,15197.54,4768.605121951221,4768.605121951221,0.5
201.0,41.0,150.0,300.0,41,201,172.67,124.74,747696.7400000001,0.86,4.9,18236.51,5615.362682926828,5615.362682926828,0.5
251.0,41.0,150.0,300.0,41,251,200.93,123.24,919405.16,0.8,6.12,22424.52,6663.911951219511,6663.911951219511,0.5
301.0,41.0,150.0,300.0,41,301,231.57,133.91,1114881.81,0.77,7.34,27192.24,7831.038292682925,7831.038292682925,0.5
351.0,41.0,150.0,300.0,41,351,257.13,128.87,1271591.8200000003,0.73,8.56,31014.43,8735.974634146341,8735.974634146341,0.5
1.0,1.0,200.0,300.0,1,1,59.0,51.87,3060.23,59.0,1.0,3060.23,2421.37,2421.37,0.5
51.0,1.0,200.0,300.0,1,51,888.67,194.34,172700.78,17.42,51.0,172700.78,47016.06,47016.06,0.5
101.0,1.0,200.0,300.0,1,101,1768.37,194.64,344198.83,17.51,101.0,344198.83,91979.69,91979.69,0.5
151.0,1.0,200.0,300.0,1,151,2582.0,195.35,504397.52,17.1,151.0,504397.52,133505.28,133505.28,0.5
201.0,1.0,200.0,300.0,1,201,3332.57,195.45,651360.87,16.58,201.0,651360.87,171741.45,171741.45,0.5
251.0,1.0,200.0,300.0,1,251,4260.03,195.69,833635.94,16.97,251.0,833635.94,219603.54,219603.54,0.5
301.0,1.0,200.0,300.0,1,301,5248.1,195.81,1027646.24,17.44,301.0,1027646.24,270793.39,270793.39,0.5
351.0,1.0,200.0,300.0,1,351,6078.6,195.84,1190421.71,17.32,351.0,1190421.71,312352.11,312352.11,0.5
1.0,11.0,200.0,300.0,11,1,59.0,51.87,3060.23,59.0,0.09,278.2,220.12454545454543,220.12454545454543,0.5
51.0,11.0,200.0,300.0,11,51,115.27,188.63,209742.77,2.26,4.64,19067.52,5744.246363636364,5744.246363636364,0.5
101.0,11.0,200.0,300.0,11,101,192.33,182.97,364219.72,1.9,9.18,33110.88,9556.63090909091,9556.63090909091,0.5
151.0,11.0,200.0,300.0,11,151,267.3,185.83,515519.49,1.77,13.73,46865.41,13188.802727272723,13188.802727272723,0.5
201.0,11.0,200.0,300.0,11,201,333.9,184.7,663415.2100000001,1.66,18.27,60310.47,16615.438181818176,16615.438181818176,0.5
251.0,11.0,200.0,300.0,11,251,414.43,189.71,845096.5599999999,1.65,22.82,76826.96,20940.29272727273,20940.29272727273,0.5
301.0,11.0,200.0,300.0,11,301,505.07,189.3,1040068.16,1.68,27.36,94551.65,25617.323636363635,25617.323636363635,0.5
351.0,11.0,200.0,300.0,11,351,576.63,191.76,1204559.7799999998,1.64,31.91,109505.43,29299.42181818181,29299.42181818181,0.5
1.0,21.0,200.0,300.0,21,1,59.0,51.87,3060.23,59.0,0.05,145.73,115.30333333333331,115.30333333333331,0.5
51.0,21.0,200.0,300.0,21,51,92.33,187.32,270249.61,1.81,2.43,12869.03,4022.889047619048,4022.889047619048,0.5
101.0,21.0,200.0,300.0,21,101,124.5,171.92,406198.92999999993,1.23,4.81,19342.81,5853.105238095239,5853.105238095239,0.5
151.0,21.0,200.0,300.0,21,151,163.03,172.02,544150.5900000001,1.08,7.19,25911.93,7701.411904761903,7701.411904761903,0.5
201.0,21.0,200.0,300.0,21,201,195.23,178.14,682705.02,0.97,9.57,32509.76,9407.82714285714,9407.82714285714,0.5
251.0,21.0,200.0,300.0,21,251,238.93,184.88,864371.9300000002,0.95,11.95,41160.57,11624.259523809524,11624.259523809524,0.5
301.0,21.0,200.0,300.0,21,301,285.27,186.11,1059318.6899999997,0.95,14.33,50443.75,14036.38238095238,14036.38238095238,0.5
351.0,21.0,200.0,300.0,21,351,322.9,187.52,1220270.2300000002,0.92,16.71,58108.11,16016.928095238092,16016.928095238092,0.5
1.0,31.0,200.0,300.0,31,1,59.0,51.87,3060.23,59.0,0.03,98.72,78.10870967741936,78.10870967741936,0.5
51.0,31.0,200.0,300.0,31,51,83.73,175.24,343887.2900000001,1.64,1.65,11093.14,3492.605483870968,3492.605483870968,0.5
101.0,31.0,200.0,300.0,31,101,100.0,190.71,455260.8300000001,0.99,3.26,14685.83,4619.114838709677,4619.114838709677,0.5
151.0,31.0,200.0,300.0,31,151,125.07,173.01,576864.65,0.83,4.87,18608.54,5771.433225806452,5771.433225806452,0.5
201.0,31.0,200.0,300.0,31,201,147.63,183.13,711254.4899999999,0.73,6.48,22943.69,6952.109677419355,6952.109677419355,0.5
251.0,31.0,200.0,300.0,31,251,175.13,174.12,884234.4900000001,0.7,8.1,28523.69,8396.571612903224,8396.571612903224,0.5
301.0,31.0,200.0,300.0,31,301,206.5,179.54,1080717.2299999995,0.69,9.71,34861.85,10018.025483870964,10018.025483870964,0.5
351.0,31.0,200.0,300.0,31,351,232.9,180.93,1241016.52,0.66,11.32,40032.79,11312.424193548391,11312.424193548391,0.5
1.0,41.0,200.0,300.0,41,1,59.0,51.87,3060.23,59.0,0.02,74.64,59.05780487804878,59.05780487804878,0.5
51.0,41.0,200.0,300.0,41,51,74.77,214.49,448814.7900000001,1.47,1.24,10946.7,3323.394634146342,3323.394634146342,0.5
101.0,41.0,200.0,300.0,41,101,93.3,177.34,514781.8099999999,0.92,2.46,12555.65,4003.783658536585,4003.783658536585,0.5
151.0,41.0,200.0,300.0,41,151,107.4,186.06,624658.1499999999,0.71,3.68,15235.56,4848.731951219513,4848.731951219513,0.5
201.0,41.0,200.0,300.0,41,201,124.0,166.57,747572.3600000002,0.62,4.9,18233.47,5697.600487804877,5697.600487804877,0.5
251.0,41.0,200.0,300.0,41,251,144.87,183.38,918987.3699999998,0.58,6.12,22414.33,6784.48731707317,6784.48731707317,0.5
301.0,41.0,200.0,300.0,41,301,168.2,183.74,1114943.44,0.56,7.34,27193.74,7993.104634146341,7993.104634146341,0.5
351.0,41.0,200.0,300.0,41,351,187.93,182.32,1271066.97,0.54,8.56,31001.63,8951.729024390243,8951.729024390243,0.5
1.0,1.0,250.0,300.0,1,1,56.23,54.42,3060.23,56.23,1.0,3060.23,3402.78,3402.78,0.5
51.0,1.0,250.0,300.0,1,51,711.1,242.86,172700.78,13.94,51.0,172700.78,52442.3,52442.3,0.5
101.0,1.0,250.0,300.0,1,101,1413.97,243.43,344198.83,14.0,101.0,344198.83,102978.84,102978.84,0.5
151.0,1.0,250.0,300.0,1,151,2064.7,244.3,504397.52,13.67,151.0,504397.52,149691.41,149691.41,0.5
201.0,1.0,250.0,300.0,1,201,2664.7,244.44,651360.87,13.26,201.0,651360.87,192701.41,192701.41,0.5
251.0,1.0,250.0,300.0,1,251,3404.83,244.84,833635.94,13.57,251.0,833635.94,246296.17,246296.17,0.5
301.0,1.0,250.0,300.0,1,301,4193.2,245.07,1027646.24,13.93,301.0,1027646.24,303560.62,303560.62,0.5
351.0,1.0,250.0,300.0,1,351,4856.53,245.12,1190421.71,13.84,351.0,1190421.71,350475.71,350475.71,0.5
1.0,11.0,250.0,300.0,11,1,56.23,54.42,3060.23,56.23,0.09,278.2,309.3436363636364,309.3436363636364,0.5
51.0,11.0,250.0,300.0,11,51,92.2,227.15,210238.06000000003,1.81,4.64,19112.55,6415.166363636363,6415.166363636363,0.5
101.0,11.0,250.0,300.0,11,101,153.13,233.09,364303.5,1.52,9.18,33118.5,10701.66909090909,10701.66909090909,0.5
151.0,11.0,250.0,300.0,11,151,212.53,229.25,516548.31000000006,1.41,13.73,46958.94,14823.731818181815,14823.731818181815,0.5
201.0,11.0,250.0,300.0,11,201,265.63,230.51,664903.8099999999,1.32,18.27,60445.8,18713.99818181818,18713.99818181818,0.5
251.0,11.0,250.0,300.0,11,251,331.17,239.08,848444.85,1.32,22.82,77131.35,23526.58181818182,23526.58181818182,0.5
301.0,11.0,250.0,300.0,11,301,403.83,238.19,1041925.82,1.34,27.36,94720.53,28804.349090909094,28804.349090909094,0.5
351.0,11.0,250.0,300.0,11,351,461.17,240.26,1204684.24,1.31,31.91,109516.75,32970.01454545455,32970.01454545455,0.5
1.0,21.0,250.0,300.0,21,1,56.23,54.42,3060.23,56.23,0.05,145.73,162.03714285714287,162.03714285714287,0.5
51.0,21.0,250.0,300.0,21,51,74.2,243.15,270885.65,1.45,2.43,12899.32,4548.714761904763,4548.714761904763,0.5
101.0,21.0,250.0,300.0,21,101,99.03,226.07,406693.5999999999,0.98,4.81,19366.36,6600.802857142857,6600.802857142857,0.5
151.0,21.0,250.0,300.0,21,151,128.33,226.99,544411.11,0.85,7.19,25924.34,8670.289999999997,8670.289999999997,0.5
201.0,21.0,250.0,300.0,21,201,154.73,223.86,683576.17,0.77,9.57,32551.25,10564.893333333335,10564.893333333335,0.5
251.0,21.0,250.0,300.0,21,251,190.2,231.92,865099.8,0.76,11.95,41195.23,13137.533333333336,13137.533333333336,0.5
301.0,21.0,250.0,300.0,21,301,227.63,236.03,1059558.21,0.76,14.33,50455.15,15825.49333333333,15825.49333333333,0.5
351.0,21.0,250.0,300.0,21,351,257.83,232.16,1220372.38,0.73,16.71,58112.97,18047.969047619048,18047.969047619048,0.5
1.0,31.0,250.0,300.0,31,1,56.23,54.42,3060.23,56.23,0.03,98.72,109.76709677419356,109.76709677419356,0.5
51.0,31.0,250.0,300.0,31,51,71.27,217.51,350493.34,1.4,1.65,11306.24,4030.500322580645,4030.500322580645,0.5
101.0,31.0,250.0,300.0,31,101,80.07,224.03,456080.51,0.79,3.26,14712.27,5226.709999999999,5226.709999999999,0.5
151.0,31.0,250.0,300.0,31,151,99.37,210.57,578927.42,0.66,4.87,18675.08,6519.674516129033,6519.674516129033,0.5
201.0,31.0,250.0,300.0,31,201,117.0,217.83,713295.5200000001,0.58,6.48,23009.53,7845.642258064513,7845.642258064513,0.5
251.0,31.0,250.0,300.0,31,251,139.17,227.18,886437.4499999998,0.55,8.1,28594.76,9456.764193548388,9456.764193548388,0.5
301.0,31.0,250.0,300.0,31,301,164.07,229.68,1081858.2599999998,0.55,9.71,34898.65,11252.869354838707,11252.869354838707,0.5
351.0,31.0,250.0,300.0,31,351,185.17,231.5,1242797.7499999998,0.53,11.32,40090.25,12737.436129032258,12737.436129032258,0.5
1.0,41.0,250.0,300.0,41,1,56.23,54.42,3060.23,56.23,0.02,74.64,82.99463414634147,82.99463414634147,0.5
51.0,41.0,250.0,300.0,41,51,60.87,247.62,459257.02,1.19,1.24,11201.39,3809.506341463414,3809.506341463414,0.5
101.0,41.0,250.0,300.0,41,101,74.77,228.85,516459.0400000001,0.74,2.46,12596.56,4577.108292682925,4577.108292682925,0.5
151.0,41.0,250.0,300.0,41,151,85.5,226.63,628293.2600000001,0.57,3.68,15324.23,5496.449268292682,5496.449268292682,0.5
201.0,41.0,250.0,300.0,41,201,98.53,218.76,754656.96,0.49,4.9,18406.27,6449.342195121953,6449.342195121953,0.5
251.0,41.0,250.0,300.0,41,251,114.9,222.78,924481.11,0.46,6.12,22548.32,7631.95951219512,7631.95951219512,0.5
301.0,41.0,250.0,300.0,41,301,133.3,228.83,1118960.6,0.44,7.34,27291.72,8992.0,8992.0,0.5
351.0,41.0,250.0,300.0,41,351,149.33,227.96,1274622.6,0.43,8.56,31088.36,10075.343902439025,10075.343902439025,0.5
1.0,1.0,300.0,300.0,1,1,11.9,257.16,3060.23,11.9,1.0,3060.23,1121.93,1121.93,0.5
51.0,1.0,300.0,300.0,1,51,589.9,292.76,172700.78,11.57,51.0,172700.78,60586.78,60586.78,0.5
101.0,1.0,300.0,300.0,1,101,1173.97,293.54,344602.54,11.62,101.0,344602.54,119413.92,119413.92,0.5
151.0,1.0,300.0,300.0,1,151,1715.43,294.19,504664.89,11.36,151.0,504664.89,173830.89,173830.89,0.5
201.0,1.0,300.0,300.0,1,201,2214.6,294.24,651628.24,11.02,201.0,651628.24,223952.04,223952.04,0.5
251.0,1.0,300.0,300.0,1,251,2832.57,294.4,833903.31,11.29,251.0,833903.31,286482.83,286482.83,0.5
301.0,1.0,300.0,300.0,1,301,3488.77,294.64,1027913.61,11.59,301.0,1027913.61,353063.35,353063.35,0.5
351.0,1.0,300.0,300.0,1,351,4040.2,294.71,1190689.08,11.51,351.0,1190689.08,407858.1,407858.1,0.5
1.0,11.0,300.0,300.0,11,1,11.9,257.16,3060.23,11.9,0.09,278.2,101.99363636363636,101.99363636363636,0.5
51.0,11.0,300.0,300.0,11,51,77.7,266.0,214629.53000000003,1.52,4.64,19511.78,7565.31,7565.31,0.5
101.0,11.0,300.0,300.0,11,101,128.1,283.16,376777.01,1.27,9.18,34252.46,12584.991818181816,12584.991818181816,0.5
151.0,11.0,300.0,300.0,11,151,177.07,276.98,525435.1200000001,1.17,13.73,47766.83,17262.866363636364,17262.866363636364,0.5
201.0,11.0,300.0,300.0,11,201,221.93,281.11,670512.52,1.1,18.27,60955.68,21786.460909090903,21786.460909090903,0.5
251.0,11.0,300.0,300.0,11,251,275.63,285.9,852173.11,1.1,22.82,77470.28,27423.962727272723,27423.962727272723,0.5
301.0,11.0,300.0,300.0,11,301,336.13,285.81,1047146.74,1.12,27.36,95195.16,33508.140909090915,33508.140909090915,0.5
351.0,11.0,300.0,300.0,11,351,383.77,291.95,1207678.4,1.09,31.91,109788.95,38335.78363636364,38335.78363636364,0.5
1.0,21.0,300.0,300.0,21,1,11.9,257.16,3060.23,11.9,0.05,145.73,53.4252380952381,53.4252380952381,0.5
51.0,21.0,300.0,300.0,21,51,60.8,309.85,309246.4,1.19,2.43,14726.02,5329.809047619047,5329.809047619047,0.5
101.0,21.0,300.0,300.0,21,101,82.93,278.21,421401.6000000001,0.82,4.81,20066.74,7763.420476190474,7763.420476190474,0.5
151.0,21.0,300.0,300.0,21,151,107.8,269.35,562159.3099999999,0.71,7.19,26769.49,10095.137142857144,10095.137142857144,0.5
201.0,21.0,300.0,300.0,21,201,129.67,274.41,701923.6399999999,0.65,9.57,33424.94,12386.432380952385,12386.432380952385,0.5
251.0,21.0,300.0,300.0,21,251,158.77,277.77,883360.3600000001,0.63,11.95,42064.78,15258.024761904762,15258.024761904762,0.5
301.0,21.0,300.0,300.0,21,301,189.57,281.27,1076836.4500000002,0.63,14.33,51277.93,18391.76095238095,18391.76095238095,0.5
351.0,21.0,300.0,300.0,21,351,214.1,284.9,1234980.93,0.61,16.71,58808.62,20959.53285714285,20959.53285714285,0.5
1.0,31.0,300.0,300.0,31,1,11.9,257.16,3060.23,11.9,0.03,98.72,36.19129032258065,36.19129032258065,0.5
51.0,31.0,300.0,300.0,31,51,53.7,360.15,431265.87000000005,1.05,1.65,13911.8,4359.378064516128,4359.378064516128,0.5
101.0,31.0,300.0,300.0,31,101,67.97,299.12,489654.3300000001,0.67,3.26,15795.3,6176.630645161292,6176.630645161292,0.5
151.0,31.0,300.0,300.0,31,151,83.37,282.8,610892.38,0.55,4.87,19706.21,7680.720322580646,7680.720322580646,0.5
201.0,31.0,300.0,300.0,31,201,97.97,279.79,745762.6799999999,0.49,6.48,24056.86,9173.552258064514,9173.552258064514,0.5
251.0,31.0,300.0,300.0,31,251,116.7,272.26,924468.29,0.46,8.1,29821.56,11097.412903225808,11097.412903225808,0.5
301.0,31.0,300.0,300.0,31,301,137.43,282.15,1111335.51,0.46,9.71,35849.53,13148.76516129032,13148.76516129032,0.5
351.0,31.0,300.0,300.0,31,351,154.4,279.23,1269061.41,0.44,11.32,40937.46,14867.402258064518,14867.402258064518,0.5
1.0,41.0,300.0,300.0,41,1,11.9,257.16,3060.23,11.9,0.02,74.64,27.364146341463417,27.364146341463417,0.5
51.0,41.0,300.0,300.0,41,51,51.7,382.06,529326.67,1.01,1.24,12910.41,3830.800243902439,3830.800243902439,0.5
101.0,41.0,300.0,300.0,41,101,62.0,325.17,600791.63,0.61,2.46,14653.45,5368.589024390245,5368.589024390245,0.5
151.0,41.0,300.0,300.0,41,151,71.03,279.64,671450.0,0.47,3.68,16376.83,6437.710975609757,6437.710975609757,0.5
201.0,41.0,300.0,300.0,41,201,82.3,271.36,798391.28,0.41,4.9,19472.96,7587.406341463416,7587.406341463416,0.5
251.0,41.0,300.0,300.0,41,251,96.57,276.38,968591.3500000002,0.38,6.12,23624.18,9007.081951219514,9007.081951219514,0.5
301.0,41.0,300.0,300.0,41,301,111.47,278.94,1152314.9600000002,0.37,7.34,28105.24,10536.735365853658,10536.735365853658,0.5
351.0,41.0,300.0,300.0,41,351,124.7,279.98,1310113.74,0.36,8.56,31953.99,11781.130243902438,11781.130243902438,0.5
1.0,1.0,350.0,300.0,1,1,8.5,360.03,3060.23,8.5,1.0,3060.23,1129.06,1129.06,0.5
51.0,1.0,350.0,300.0,1,51,505.73,341.78,172850.02,9.92,51.0,172850.02,71350.89,71350.89,0.5
101.0,1.0,350.0,300.0,1,101,1009.13,341.53,344650.47,9.99,101.0,344650.47,141261.57,141261.57,0.5
151.0,1.0,350.0,300.0,1,151,1475.73,342.04,504764.68,9.77,151.0,504764.68,205956.25,205956.25,0.5
201.0,1.0,350.0,300.0,1,201,1905.43,342.04,651728.03,9.48,201.0,651728.03,265494.82,265494.82,0.5
251.0,1.0,350.0,300.0,1,251,2437.7,342.13,834003.11,9.71,251.0,834003.11,339701.2,339701.2,0.5
301.0,1.0,350.0,300.0,1,301,3002.23,342.42,1028013.4,9.97,301.0,1028013.4,418578.06,418578.06,0.5
351.0,1.0,350.0,300.0,1,351,3476.93,342.48,1190788.87,9.91,351.0,1190788.87,483820.41,483820.41,0.5
1.0,11.0,350.0,300.0,11,1,8.5,360.03,3060.23,8.5,0.09,278.2,102.64181818181818,102.64181818181818,0.5
51.0,11.0,350.0,300.0,11,51,65.57,332.11,221011.41,1.29,4.64,20091.95,8803.78,8803.78,0.5
101.0,11.0,350.0,300.0,11,101,109.63,332.04,382775.69,1.09,9.18,34797.79,14755.48,14755.48,0.5
151.0,11.0,350.0,300.0,11,151,151.4,325.28,530262.91,1.0,13.73,48205.72,20305.047272727275,20305.047272727275,0.5
201.0,11.0,350.0,300.0,11,201,189.67,329.89,674261.97,0.94,18.27,61296.54,25641.939090909087,25641.939090909087,0.5
251.0,11.0,350.0,300.0,11,251,236.1,337.15,856197.6100000001,0.94,22.82,77836.15,32320.25545454545,32320.25545454545,0.5
301.0,11.0,350.0,300.0,11,301,288.17,338.69,1051912.2899999998,0.96,27.36,95628.39,39580.98727272728,39580.98727272728,0.5
351.0,11.0,350.0,300.0,11,351,329.63,338.32,1212646.28,0.94,31.91,110240.57,45421.15909090909,45421.15909090909,0.5
1.0,21.0,350.0,300.0,21,1,8.5,360.03,3060.23,8.5,0.05,145.73,53.76476190476191,53.76476190476191,0.5
51.0,21.0,350.0,300.0,21,51,51.9,403.81,361578.84,1.02,2.43,17218.04,6222.528571428572,6222.528571428572,0.5
101.0,21.0,350.0,300.0,21,101,70.67,330.16,439000.42,0.7,4.81,20904.78,9054.059523809525,9054.059523809525,0.5
151.0,21.0,350.0,300.0,21,151,91.93,340.23,576491.4400000001,0.61,7.19,27451.97,11820.871428571429,11820.871428571429,0.5
201.0,21.0,350.0,300.0,21,201,110.5,321.64,716218.84,0.55,9.57,34105.66,14571.138095238097,14571.138095238097,0.5
251.0,21.0,350.0,300.0,21,251,135.63,326.92,897532.4600000001,0.54,11.95,42739.64,18016.013809523807,18016.013809523807,0.5
301.0,21.0,350.0,300.0,21,301,162.17,336.51,1088598.8,0.54,14.33,51838.04,21673.50333333333,21673.50333333333,0.5
351.0,21.0,350.0,300.0,21,351,183.9,331.03,1247199.19,0.52,16.71,59390.44,24786.344285714284,24786.344285714284,0.5
1.0,31.0,350.0,300.0,31,1,8.5,360.03,3060.23,8.5,0.03,98.72,36.421290322580646,36.421290322580646,0.5
51.0,31.0,350.0,300.0,31,51,44.3,455.79,463141.61,0.87,1.65,14940.05,5030.714838709679,5030.714838709679,0.5
101.0,31.0,350.0,300.0,31,101,58.23,356.11,549387.46,0.58,3.26,17722.18,7244.098709677418,7244.098709677418,0.5
151.0,31.0,350.0,300.0,31,151,71.23,345.05,642869.62,0.47,4.87,20737.73,9018.351612903223,9018.351612903223,0.5
201.0,31.0,350.0,300.0,31,201,83.2,321.83,767038.44,0.41,6.48,24743.18,10739.54935483871,10739.54935483871,0.5
251.0,31.0,350.0,300.0,31,251,99.5,334.89,944953.7599999998,0.4,8.1,30482.38,13034.261290322578,13034.261290322578,0.5
301.0,31.0,350.0,300.0,31,301,117.17,327.61,1130206.13,0.39,9.71,36458.26,15422.095806451618,15422.095806451618,0.5
351.0,31.0,350.0,300.0,31,351,132.0,339.52,1289583.6,0.38,11.32,41599.47,17509.872580645166,17509.872580645166,0.5
1.0,41.0,350.0,300.0,41,1,8.5,360.03,3060.23,8.5,0.02,74.64,27.5380487804878,27.5380487804878,0.5
51.0,41.0,350.0,300.0,41,51,42.9,473.79,542728.4500000002,0.84,1.24,13237.28,4343.919756097561,4343.919756097561,0.5
101.0,41.0,350.0,300.0,41,101,52.3,412.19,691199.3699999999,0.52,2.46,16858.52,6186.396341463415,6186.396341463415,0.5
151.0,41.0,350.0,300.0,41,151,60.93,344.16,714972.2,0.4,3.68,17438.35,7562.589512195122,7562.589512195122,0.5
201.0,41.0,350.0,300.0,41,201,70.07,329.97,834442.7300000001,0.35,4.9,20352.26,8888.193902439023,8888.193902439023,0.5
251.0,41.0,350.0,300.0,41,251,82.13,338.79,996622.39,0.33,6.12,24307.86,10513.89073170732,10513.89073170732,0.5
301.0,41.0,350.0,300.0,41,301,95.2,327.95,1181247.1000000003,0.32,7.34,28810.9,12365.537560975608,12365.537560975608,0.5
351.0,41.0,350.0,300.0,41,351,106.3,334.49,1333679.2899999998,0.3,8.56,32528.76,13831.344390243905,13831.344390243905,0.5
1.0,1.0,400.0,300.0,1,1,6.9,443.51,3060.23,6.9,1.0,3060.23,1250.68,1250.68,0.5
51.0,1.0,400.0,300.0,1,51,442.97,390.7,173066.92,8.69,51.0,173066.92,84290.04,84290.04,0.5
101.0,1.0,400.0,300.0,1,101,884.3,390.05,344917.53,8.76,101.0,344917.53,167197.26,167197.26,0.5
151.0,1.0,400.0,300.0,1,151,1293.17,390.38,504823.29,8.56,151.0,504823.29,243885.87,243885.87,0.5
201.0,1.0,400.0,300.0,1,201,1669.9,390.36,651868.9,8.31,201.0,651868.9,314537.35,314537.35,0.5
251.0,1.0,400.0,300.0,1,251,2136.07,390.5,834143.98,8.51,251.0,834143.98,402387.31,402387.31,0.5
301.0,1.0,400.0,300.0,1,301,2630.6,390.84,1028154.27,8.74,301.0,1028154.27,495757.64,495757.64,0.5
351.0,1.0,400.0,300.0,1,351,3046.33,390.94,1190929.74,8.68,351.0,1190929.74,573237.0,573237.0,0.5
1.0,11.0,400.0,300.0,11,1,6.9,443.51,3060.23,6.9,0.09,278.2,113.69818181818182,113.69818181818182,0.5
51.0,11.0,400.0,300.0,11,51,56.63,412.25,232881.86999999997,1.11,4.64,21171.08,10384.892727272723,10384.892727272723,0.5
101.0,11.0,400.0,300.0,11,101,95.63,380.37,386947.83,0.95,9.18,35177.08,17401.285454545457,17401.285454545457,0.5
151.0,11.0,400.0,300.0,11,151,132.87,382.0,536623.61,0.88,13.73,48783.96,24046.40818181818,24046.40818181818,0.5
201.0,11.0,400.0,300.0,11,201,166.37,382.62,679456.2899999999,0.83,18.27,61768.75,30403.696363636365,30403.696363636365,0.5
251.0,11.0,400.0,300.0,11,251,206.93,383.85,859272.9000000001,0.82,22.82,78115.72,38281.762727272726,38281.762727272726,0.5
301.0,11.0,400.0,300.0,11,301,252.7,383.02,1054416.5600000003,0.84,27.36,95856.05,46857.10363636363,46857.10363636363,0.5
351.0,11.0,400.0,300.0,11,351,289.23,387.06,1216305.39,0.82,31.91,110573.22,53843.07454545454,53843.07454545454,0.5
1.0,21.0,400.0,300.0,21,1,6.9,443.51,3060.23,6.9,0.05,145.73,59.55619047619048,59.55619047619048,0.5
51.0,21.0,400.0,300.0,21,51,45.9,488.95,390389.0,0.9,2.43,18589.95,7539.977619047618,7539.977619047618,0.5
101.0,21.0,400.0,300.0,21,101,62.3,395.85,458512.6699999999,0.62,4.81,21833.94,10716.24,10716.24,0.5
151.0,21.0,400.0,300.0,21,151,80.57,365.66,588661.0599999999,0.53,7.19,28031.48,13972.438571428567,13972.438571428567,0.5
201.0,21.0,400.0,300.0,21,201,97.17,380.91,730369.3300000001,0.48,9.57,34779.49,17293.642380952384,17293.642380952384,0.5
251.0,21.0,400.0,300.0,21,251,118.87,382.51,910193.05,0.47,11.95,43342.53,21348.25333333333,21348.25333333333,0.5
301.0,21.0,400.0,300.0,21,301,142.37,383.26,1099097.81,0.47,14.33,52337.99,25634.58571428571,25634.58571428571,0.5
351.0,21.0,400.0,300.0,21,351,161.33,384.07,1258555.09,0.46,16.71,59931.19,29372.98000000001,29372.98000000001,0.5
1.0,31.0,400.0,300.0,31,1,6.9,443.51,3060.23,6.9,0.03,98.72,40.34451612903226,40.34451612903226,0.5
51.0,31.0,400.0,300.0,31,51,41.3,509.3,481982.6099999999,0.81,1.65,15547.83,6075.462580645161,6075.462580645161,0.5
101.0,31.0,400.0,300.0,31,101,50.7,434.63,606523.5200000001,0.5,3.26,19565.27,8548.263548387098,8548.263548387098,0.5
151.0,31.0,400.0,300.0,31,151,63.53,390.86,669603.9100000003,0.42,4.87,21600.13,10601.372258064515,10601.372258064515,0.5
201.0,31.0,400.0,300.0,31,201,73.2,376.82,789521.2899999999,0.36,6.48,25468.43,12717.754516129036,12717.754516129036,0.5
251.0,31.0,400.0,300.0,31,251,87.73,381.84,961791.86,0.35,8.1,31025.54,15448.638387096771,15448.638387096771,0.5
301.0,31.0,400.0,300.0,31,301,102.97,382.8,1147785.1800000002,0.34,9.71,37025.33,18296.568387096773,18296.568387096773,0.5
351.0,31.0,400.0,300.0,31,351,115.8,378.39,1302552.61,0.33,11.32,42017.83,20731.976129032257,20731.976129032257,0.5
1.0,41.0,400.0,300.0,41,1,6.9,443.51,3060.23,6.9,0.02,74.64,30.50439024390244,30.50439024390244,0.5
51.0,41.0,400.0,300.0,41,51,40.1,544.9,550066.32,0.79,1.24,13416.25,5168.16243902439,5168.16243902439,0.5
