number_of_drones,customer_density,moving_truck,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Energy_consumption,Avg_power,Costmer_density
3,0.7000000000000001,0,3,50,417.2,197.1,236831.8,8.34,16.67,78943.93,,,0.7000000000000001
4,0.7000000000000001,0,4,50,323.9,195.64,236831.81,6.48,12.5,59207.95,,,0.7000000000000001
5,0.7000000000000001,0,5,50,253.23,196.0,236831.81,5.06,10.0,47366.36,,,0.7000000000000001
6,0.7000000000000001,0,6,50,221.57,196.46,236831.8,4.43,8.33,39471.97,,,0.7000000000000001
7,0.7000000000000001,0,7,50,191.23,196.95,236831.81,3.82,7.14,33833.12,,,0.7000000000000001
8,0.7000000000000001,0,8,50,175.73,196.04,236831.81,3.51,6.25,29603.98,,,0.7000000000000001
9,0.7000000000000001,0,9,50,155.73,194.41,236831.8,3.11,5.56,26314.64,,,0.7000000000000001
10,0.7000000000000001,0,10,50,135.67,194.94,236831.82,2.71,5.0,23683.18,,,0.7000000000000001
11,0.7000000000000001,0,11,50,129.83,195.25,236831.8,2.6,4.55,21530.16,,,0.7000000000000001
12,0.7000000000000001,0,12,50,126.53,195.6,236831.79,2.53,4.17,19735.98,,,0.7000000000000001
13,0.7000000000000001,0,13,50,109.77,197.65,236831.81000000003,2.2,3.85,18217.83,,,0.7000000000000001
14,0.7000000000000001,0,14,50,107.67,199.39,236831.81,2.15,3.57,16916.56,,,0.7000000000000001
15,0.7000000000000001,0,15,50,102.17,197.55,236831.82,2.04,3.33,15788.79,,,0.7000000000000001
16,0.7000000000000001,0,16,50,100.37,196.37,236831.81,2.01,3.12,14801.99,,,0.7000000000000001
17,0.7000000000000001,0,17,50,89.33,197.66,236831.82000000004,1.79,2.94,13931.28,,,0.7000000000000001
18,0.7000000000000001,0,18,50,87.37,192.25,236831.8,1.75,2.78,13157.32,,,0.7000000000000001
19,0.7000000000000001,0,19,50,85.97,196.65,236831.8,1.72,2.63,12464.83,,,0.7000000000000001
20,0.7000000000000001,0,20,50,84.63,193.7,236831.8,1.69,2.5,11841.59,,,0.7000000000000001
21,0.7000000000000001,0,21,50,80.93,197.94,236831.81999999995,1.62,2.38,11277.71,,,0.7000000000000001
22,0.7000000000000001,0,22,50,80.57,195.34,236831.79,1.61,2.27,10765.08,,,0.7000000000000001
23,0.7000000000000001,0,23,50,80.2,196.71,236831.81,1.6,2.17,10297.04,,,0.7000000000000001
24,0.7000000000000001,0,24,50,79.3,196.61,236831.81000000008,1.59,2.08,9867.99,,,0.7000000000000001
25,0.7000000000000001,0,25,50,68.0,194.97,236831.79,1.36,2.0,9473.27,,,0.7000000000000001
26,0.7000000000000001,0,26,50,66.77,196.45,236831.77,1.34,1.92,9108.91,,,0.7000000000000001
27,0.7000000000000001,0,27,50,66.57,195.09,236831.8,1.33,1.85,8771.55,,,0.7000000000000001
28,0.7000000000000001,0,28,50,66.03,195.8,236831.80000000005,1.32,1.79,8458.28,,,0.7000000000000001
29,0.7000000000000001,0,29,50,64.7,195.18,236831.81,1.29,1.72,8166.61,,,0.7000000000000001
30,0.7000000000000001,0,30,50,61.27,195.58,236831.79,1.23,1.67,7894.39,,,0.7000000000000001
31,0.7000000000000001,0,31,50,61.07,195.26,236831.79,1.22,1.61,7639.74,,,0.7000000000000001
32,0.7000000000000001,0,32,50,60.63,195.24,236831.79,1.21,1.56,7400.99,,,0.7000000000000001
33,0.7000000000000001,0,33,50,59.2,195.04,236831.8,1.18,1.52,7176.72,,,0.7000000000000001
34,0.7000000000000001,0,34,50,59.17,197.85,236831.78999999995,1.18,1.47,6965.64,,,0.7000000000000001
35,0.7000000000000001,0,35,50,58.17,194.69,236831.77,1.16,1.43,6766.62,,,0.7000000000000001
36,0.7000000000000001,0,36,50,57.7,195.07,236831.79,1.15,1.39,6578.66,,,0.7000000000000001
37,0.7000000000000001,0,37,50,57.6,195.65,236831.8,1.15,1.35,6400.86,,,0.7000000000000001
38,0.7000000000000001,0,38,50,56.6,193.36,236831.81000000003,1.13,1.32,6232.42,,,0.7000000000000001
39,0.7000000000000001,0,39,50,56.57,194.9,236831.81,1.13,1.28,6072.61,,,0.7000000000000001
40,0.7000000000000001,0,40,50,55.47,196.61,236831.82,1.11,1.25,5920.8,,,0.7000000000000001
41,0.7000000000000001,0,41,50,55.03,196.25,236831.82,1.1,1.22,5776.39,,,0.7000000000000001
42,0.7000000000000001,0,42,50,54.17,196.33,236831.81,1.08,1.19,5638.85,,,0.7000000000000001
43,0.7000000000000001,0,43,50,53.97,197.3,236831.81000000008,1.08,1.16,5507.72,,,0.7000000000000001
44,0.7000000000000001,0,44,50,53.6,196.89,236831.82,1.07,1.14,5382.54,,,0.7000000000000001
45,0.7000000000000001,0,45,50,53.5,194.79,236831.82000000004,1.07,1.11,5262.93,,,0.7000000000000001
46,0.7000000000000001,0,46,50,53.13,196.86,236831.82,1.06,1.09,5148.52,,,0.7000000000000001
47,0.7000000000000001,0,47,50,52.23,196.7,236831.83000000005,1.04,1.06,5038.98,,,0.7000000000000001
48,0.7000000000000001,0,48,50,52.13,196.37,236831.8200000001,1.04,1.04,4934.0,,,0.7000000000000001
49,0.7000000000000001,0,49,50,48.13,195.74,236831.8200000001,0.96,1.02,4833.3,,,0.7000000000000001
50,0.7000000000000001,0,50,50,44.0,190.24,236831.8200000001,0.88,1.0,4736.64,,,0.7000000000000001
1,0.8,0,1,50,1488.83,196.39,292392.16,29.78,50.0,292392.16,,,0.8
2,0.8,0,2,50,757.63,195.94,292392.16,15.15,25.0,146196.08,,,0.8
3,0.8,0,3,50,515.63,195.36,292392.16000000003,10.31,16.67,97464.05,,,0.8
4,0.8,0,4,50,400.1,193.39,292392.16,8.0,12.5,73098.04,,,0.8
5,0.8,0,5,50,311.97,196.81,292392.17,6.24,10.0,58478.43,,,0.8
6,0.8,0,6,50,271.43,194.88,292392.15,5.43,8.33,48732.03,,,0.8
7,0.8,0,7,50,235.1,196.51,292392.16000000003,4.7,7.14,41770.31,,,0.8
8,0.8,0,8,50,215.8,197.93,292392.16000000003,4.32,6.25,36549.02,,,0.8
9,0.8,0,9,50,188.83,197.57,292392.15,3.78,5.56,32488.02,,,0.8
10,0.8,0,10,50,165.77,198.09,292392.17000000004,3.32,5.0,29239.22,,,0.8
11,0.8,0,11,50,161.7,192.35,292392.15,3.23,4.55,26581.1,,,0.8
12,0.8,0,12,50,152.7,191.46,292392.17,3.05,4.17,24366.01,,,0.8
13,0.8,0,13,50,135.2,197.06,292392.16000000003,2.7,3.85,22491.7,,,0.8
14,0.8,0,14,50,131.37,196.29,292392.1500000001,2.63,3.57,20885.15,,,0.8
15,0.8,0,15,50,126.93,196.19,292392.16000000003,2.54,3.33,19492.81,,,0.8
16,0.8,0,16,50,121.5,195.84,292392.17000000004,2.43,3.12,18274.51,,,0.8
17,0.8,0,17,50,108.43,195.78,292392.15,2.17,2.94,17199.54,,,0.8
18,0.8,0,18,50,106.17,195.95,292392.17000000004,2.12,2.78,16244.01,,,0.8
19,0.8,0,19,50,103.5,196.68,292392.17,2.07,2.63,15389.06,,,0.8
20,0.8,0,20,50,101.97,196.12,292392.16000000003,2.04,2.5,14619.61,,,0.8
21,0.8,0,21,50,101.43,195.45,292392.16,2.03,2.38,13923.44,,,0.8
22,0.8,0,22,50,98.47,193.39,292392.17999999993,1.97,2.27,13290.55,,,0.8
23,0.8,0,23,50,96.23,194.36,292392.1599999999,1.92,2.17,12712.7,,,0.8
24,0.8,0,24,50,90.8,193.08,292392.16000000003,1.82,2.08,12183.01,,,0.8
25,0.8,0,25,50,79.97,193.51,292392.16000000003,1.6,2.0,11695.69,,,0.8
26,0.8,0,26,50,79.5,193.28,292392.1700000001,1.59,1.92,11245.85,,,0.8
27,0.8,0,27,50,78.87,197.56,292392.18000000005,1.58,1.85,10829.34,,,0.8
28,0.8,0,28,50,77.37,194.69,292392.18,1.55,1.79,10442.58,,,0.8
29,0.8,0,29,50,76.8,195.18,292392.17,1.54,1.72,10082.49,,,0.8
30,0.8,0,30,50,76.7,195.34,292392.1599999999,1.53,1.67,9746.41,,,0.8
31,0.8,0,31,50,76.3,195.91,292392.16000000003,1.53,1.61,9432.01,,,0.8
32,0.8,0,32,50,75.63,195.58,292392.18,1.51,1.56,9137.26,,,0.8
33,0.8,0,33,50,74.73,199.22,292392.16,1.49,1.52,8860.37,,,0.8
34,0.8,0,34,50,73.77,195.52,292392.17000000004,1.48,1.47,8599.77,,,0.8
35,0.8,0,35,50,72.4,194.29,292392.17,1.45,1.43,8354.06,,,0.8
36,0.8,0,36,50,72.37,194.38,292392.15,1.45,1.39,8122.0,,,0.8
37,0.8,0,37,50,70.5,195.73,292392.1600000001,1.41,1.35,7902.49,,,0.8
38,0.8,0,38,50,69.6,196.6,292392.1600000001,1.39,1.32,7694.53,,,0.8
39,0.8,0,39,50,69.37,196.41,292392.15,1.39,1.28,7497.23,,,0.8
40,0.8,0,40,50,68.1,198.69,292392.17,1.36,1.25,7309.8,,,0.8
41,0.8,0,41,50,68.03,197.44,292392.17,1.36,1.22,7131.52,,,0.8
42,0.8,0,42,50,67.5,196.43,292392.17,1.35,1.19,6961.72,,,0.8
43,0.8,0,43,50,65.43,195.12,292392.17,1.31,1.16,6799.82,,,0.8
44,0.8,0,44,50,64.37,195.35,292392.19,1.29,1.14,6645.28,,,0.8
45,0.8,0,45,50,63.8,195.52,292392.18000000005,1.28,1.11,6497.6,,,0.8
46,0.8,0,46,50,61.57,197.11,292392.19,1.23,1.09,6356.35,,,0.8
47,0.8,0,47,50,61.53,196.49,292392.19,1.23,1.06,6221.11,,,0.8
48,0.8,0,48,50,58.03,196.1,292392.18000000005,1.16,1.04,6091.5,,,0.8
49,0.8,0,49,50,56.5,196.47,292392.18,1.13,1.02,5967.19,,,0.8
50,0.8,0,50,50,49.4,190.57,292392.18000000005,0.99,1.0,5847.84,,,0.8
1,0.9,0,1,50,1412.4,197.4,278808.46,28.25,50.0,278808.46,,,0.9
2,0.9,0,2,50,719.47,196.68,278808.46,14.39,25.0,139404.23,,,0.9
3,0.9,0,3,50,490.77,196.58,278808.47000000003,9.82,16.67,92936.16,,,0.9
4,0.9,0,4,50,373.63,195.93,278808.47,7.47,12.5,69702.12,,,0.9
5,0.9,0,5,50,303.97,196.03,278808.46,6.08,10.0,55761.69,,,0.9
6,0.9,0,6,50,258.67,195.53,278808.47000000003,5.17,8.33,46468.08,,,0.9
7,0.9,0,7,50,223.23,197.88,278808.46,4.46,7.14,39829.78,,,0.9
8,0.9,0,8,50,200.7,194.86,278808.48000000004,4.01,6.25,34851.06,,,0.9
9,0.9,0,9,50,182.03,195.63,278808.46,3.64,5.56,30978.72,,,0.9
10,0.9,0,10,50,160.03,196.49,278808.46,3.2,5.0,27880.85,,,0.9
11,0.9,0,11,50,153.27,197.64,278808.46,3.07,4.55,25346.22,,,0.9
12,0.9,0,12,50,141.03,195.05,278808.47,2.82,4.17,23234.04,,,0.9
13,0.9,0,13,50,129.33,195.92,278808.47,2.59,3.85,21446.81,,,0.9
14,0.9,0,14,50,125.27,197.07,278808.46,2.51,3.57,19914.89,,,0.9
15,0.9,0,15,50,123.2,196.34,278808.47,2.46,3.33,18587.23,,,0.9
16,0.9,0,16,50,114.73,193.52,278808.46,2.29,3.12,17425.53,,,0.9
17,0.9,0,17,50,104.7,193.2,278808.46,2.09,2.94,16400.5,,,0.9
18,0.9,0,18,50,100.87,195.05,278808.47,2.02,2.78,15489.36,,,0.9
19,0.9,0,19,50,98.77,193.87,278808.47000000003,1.98,2.63,14674.13,,,0.9
20,0.9,0,20,50,97.17,193.81,278808.45,1.94,2.5,13940.42,,,0.9
21,0.9,0,21,50,94.57,196.86,278808.47,1.89,2.38,13276.59,,,0.9
22,0.9,0,22,50,93.07,196.53,278808.45,1.86,2.27,12673.11,,,0.9
23,0.9,0,23,50,90.23,195.41,278808.48000000004,1.8,2.17,12122.11,,,0.9
24,0.9,0,24,50,84.63,193.64,278808.47,1.69,2.08,11617.02,,,0.9
25,0.9,0,25,50,78.77,191.85,278808.44,1.58,2.0,11152.34,,,0.9
26,0.9,0,26,50,77.1,192.95,278808.4699999999,1.54,1.92,10723.4,,,0.9
27,0.9,0,27,50,76.53,191.9,278808.47000000003,1.53,1.85,10326.24,,,0.9
28,0.9,0,28,50,76.2,193.07,278808.49,1.52,1.79,9957.45,,,0.9
29,0.9,0,29,50,76.07,193.34,278808.44999999995,1.52,1.72,9614.08,,,0.9
30,0.9,0,30,50,75.37,196.43,278808.47,1.51,1.67,9293.62,,,0.9
31,0.9,0,31,50,75.2,191.9,278808.49,1.5,1.61,8993.82,,,0.9
32,0.9,0,32,50,74.97,191.51,278808.48,1.5,1.56,8712.76,,,0.9
33,0.9,0,33,50,73.9,194.23,278808.45,1.48,1.52,8448.74,,,0.9
34,0.9,0,34,50,72.8,192.15,278808.44000000006,1.46,1.47,8200.25,,,0.9
35,0.9,0,35,50,71.73,192.14,278808.4700000001,1.43,1.43,7965.96,,,0.9
36,0.9,0,36,50,69.17,193.29,278808.48000000004,1.38,1.39,7744.68,,,0.9
37,0.9,0,37,50,67.5,191.35,278808.47000000003,1.35,1.35,7535.36,,,0.9
38,0.9,0,38,50,66.93,193.4,278808.48,1.34,1.32,7337.07,,,0.9
39,0.9,0,39,50,66.17,194.32,278808.48,1.32,1.28,7148.94,,,0.9
40,0.9,0,40,50,64.57,194.24,278808.4699999999,1.29,1.25,6970.21,,,0.9
41,0.9,0,41,50,64.27,193.06,278808.4799999999,1.29,1.22,6800.21,,,0.9
42,0.9,0,42,50,63.73,194.34,278808.47,1.27,1.19,6638.3,,,0.9
43,0.9,0,43,50,62.23,193.78,278808.48000000004,1.24,1.16,6483.92,,,0.9
44,0.9,0,44,50,61.8,196.07,278808.49,1.24,1.14,6336.56,,,0.9
45,0.9,0,45,50,61.77,196.17,278808.48000000004,1.24,1.11,6195.74,,,0.9
46,0.9,0,46,50,59.4,194.13,278808.48000000004,1.19,1.09,6061.05,,,0.9
47,0.9,0,47,50,59.03,193.83,278808.49000000005,1.18,1.06,5932.1,,,0.9
48,0.9,0,48,50,54.27,193.06,278808.4900000001,1.09,1.04,5808.51,,,0.9
49,0.9,0,49,50,51.83,192.94,278808.49000000005,1.04,1.02,5689.97,,,0.9
50,0.9,0,50,50,48.73,187.27,278808.49,0.97,1.0,5576.17,,,0.9
1,0.1,1,1,50,858.7,193.24,165933.18,17.17,50.0,165933.18,,,0.1
2,0.1,1,2,50,446.57,189.47,167897.37,8.93,25.0,83948.68,,,0.1
3,0.1,1,3,50,313.37,188.65,171418.32,6.27,16.67,57139.44,,,0.1
4,0.1,1,4,50,243.4,185.11,173026.87,4.87,12.5,43256.72,,,0.1
5,0.1,1,5,50,201.13,177.02,176663.43000000002,4.02,10.0,35332.69,,,0.1
6,0.1,1,6,50,178.8,182.82,184297.16,3.58,8.33,30716.19,,,0.1
7,0.1,1,7,50,161.13,181.87,187084.29,3.22,7.14,26726.33,,,0.1
8,0.1,1,8,50,143.37,179.13,191608.08,2.87,6.25,23951.01,,,0.1
9,0.1,1,9,50,132.5,182.5,199650.45,2.65,5.56,22183.38,,,0.1
10,0.1,1,10,50,125.63,180.79,206573.99,2.51,5.0,20657.4,,,0.1
11,0.1,1,11,50,117.37,190.1,213877.9,2.35,4.55,19443.45,,,0.1
12,0.1,1,12,50,112.03,195.47,222422.11000000004,2.24,4.17,18535.18,,,0.1
13,0.1,1,13,50,108.9,189.48,234743.83,2.18,3.85,18057.22,,,0.1
14,0.1,1,14,50,105.37,201.0,244471.18,2.11,3.57,17462.23,,,0.1
15,0.1,1,15,50,103.23,202.86,257052.81000000003,2.06,3.33,17136.85,,,0.1
16,0.1,1,16,50,102.8,202.4,271908.02,2.06,3.12,16994.25,,,0.1
17,0.1,1,17,50,99.83,213.83,285946.49,2.0,2.94,16820.38,,,0.1
18,0.1,1,18,50,93.97,213.79,299968.04,1.88,2.78,16664.89,,,0.1
19,0.1,1,19,50,90.3,221.0,314471.12,1.81,2.63,16551.11,,,0.1
20,0.1,1,20,50,88.47,235.76,328217.43,1.77,2.5,16410.87,,,0.1
21,0.1,1,21,50,88.47,219.36,339118.24,1.77,2.38,16148.49,,,0.1
22,0.1,1,22,50,88.47,218.55,350646.42000000004,1.77,2.27,15938.47,,,0.1
23,0.1,1,23,50,87.0,220.75,361049.86,1.74,2.17,15697.82,,,0.1
24,0.1,1,24,50,84.07,235.5,371237.31,1.68,2.08,15468.22,,,0.1
25,0.1,1,25,50,82.97,242.76,381184.66,1.66,2.0,15247.39,,,0.1
26,0.1,1,26,50,80.77,239.39,389843.18,1.62,1.92,14993.97,,,0.1
27,0.1,1,27,50,80.4,270.18,399641.51,1.61,1.85,14801.54,,,0.1
28,0.1,1,28,50,80.4,246.92,408939.28,1.61,1.79,14604.97,,,0.1
29,0.1,1,29,50,77.1,258.69,417453.89,1.54,1.72,14394.96,,,0.1
30,0.1,1,30,50,77.1,256.81,425199.68000000005,1.54,1.67,14173.32,,,0.1
31,0.1,1,31,50,76.37,264.54,432980.1800000001,1.53,1.61,13967.1,,,0.1
32,0.1,1,32,50,76.37,259.08,440091.5500000001,1.53,1.56,13752.86,,,0.1
33,0.1,1,33,50,75.63,255.3,447393.4700000001,1.51,1.52,13557.38,,,0.1
34,0.1,1,34,50,75.27,256.54,453960.4000000001,1.51,1.47,13351.78,,,0.1
35,0.1,1,35,50,73.43,281.25,460936.98,1.47,1.43,13169.63,,,0.1
36,0.1,1,36,50,73.43,261.49,467352.59,1.47,1.39,12982.02,,,0.1
37,0.1,1,37,50,72.33,254.77,473739.1,1.45,1.35,12803.76,,,0.1
38,0.1,1,38,50,72.33,245.33,479301.35,1.45,1.32,12613.19,,,0.1
39,0.1,1,39,50,72.33,258.49,484536.5999999999,1.45,1.28,12424.02,,,0.1
40,0.1,1,40,50,72.33,249.08,489769.0299999999,1.45,1.25,12244.23,,,0.1
41,0.1,1,41,50,70.87,265.96,494885.14,1.42,1.22,12070.37,,,0.1
42,0.1,1,42,50,69.03,257.88,499871.0500000001,1.38,1.19,11901.69,,,0.1
43,0.1,1,43,50,68.67,278.5,504170.62,1.37,1.16,11724.9,,,0.1
44,0.1,1,44,50,67.57,272.37,507863.9,1.35,1.14,11542.36,,,0.1
45,0.1,1,45,50,67.57,272.42,509966.7299999999,1.35,1.11,11332.59,,,0.1
46,0.1,1,46,50,67.57,257.39,512077.1199999999,1.35,1.09,11132.11,,,0.1
47,0.1,1,47,50,67.57,267.08,514055.9199999999,1.35,1.06,10937.36,,,0.1
48,0.1,1,48,50,67.57,267.15,515533.4399999999,1.35,1.04,10740.28,,,0.1
49,0.1,1,49,50,67.57,267.22,517007.5,1.35,1.02,10551.17,,,0.1
50,0.1,1,50,50,67.57,258.86,518483.2899999999,1.35,1.0,10369.67,,,0.1
1,0.2,1,1,50,865.93,192.85,166993.99,17.32,50.0,166993.99,,,0.2
2,0.2,1,2,50,447.4,189.22,169087.66,8.95,25.0,84543.83,,,0.2
3,0.2,1,3,50,312.63,188.03,171350.71,6.25,16.67,57116.9,,,0.2
4,0.2,1,4,50,243.33,183.1,174437.35,4.87,12.5,43609.34,,,0.2
5,0.2,1,5,50,202.73,186.67,181988.48,4.05,10.0,36397.7,,,0.2
6,0.2,1,6,50,179.9,189.57,186066.08,3.6,8.33,31011.01,,,0.2
7,0.2,1,7,50,161.03,177.16,192013.73,3.22,7.14,27430.53,,,0.2
8,0.2,1,8,50,148.1,181.35,200229.51,2.96,6.25,25028.69,,,0.2
9,0.2,1,9,50,137.43,185.75,210576.7,2.75,5.56,23397.41,,,0.2
10,0.2,1,10,50,129.67,185.43,218528.79,2.59,5.0,21852.88,,,0.2
11,0.2,1,11,50,124.17,182.43,226585.38,2.48,4.55,20598.67,,,0.2
12,0.2,1,12,50,115.9,185.35,233654.61,2.32,4.17,19471.22,,,0.2
13,0.2,1,13,50,114.0,200.34,250115.2,2.28,3.85,19239.63,,,0.2
14,0.2,1,14,50,110.47,194.3,261510.27,2.21,3.57,18679.31,,,0.2
15,0.2,1,15,50,104.83,200.44,276433.08,2.1,3.33,18428.87,,,0.2
16,0.2,1,16,50,102.47,232.29,292755.67000000004,2.05,3.12,18297.23,,,0.2
17,0.2,1,17,50,102.1,194.51,306747.7899999999,2.04,2.94,18043.99,,,0.2
18,0.2,1,18,50,98.07,223.48,319762.72,1.96,2.78,17764.6,,,0.2
19,0.2,1,19,50,95.5,233.72,334705.39,1.91,2.63,17616.07,,,0.2
20,0.2,1,20,50,89.27,264.35,347353.15,1.79,2.5,17367.66,,,0.2
21,0.2,1,21,50,89.27,267.76,358754.5800000001,1.79,2.38,17083.55,,,0.2
22,0.2,1,22,50,88.17,262.96,370822.56,1.76,2.27,16855.57,,,0.2
23,0.2,1,23,50,85.97,258.51,382135.41,1.72,2.17,16614.58,,,0.2
24,0.2,1,24,50,85.23,249.8,390886.92999999993,1.7,2.08,16286.96,,,0.2
25,0.2,1,25,50,84.87,269.8,398979.04,1.7,2.0,15959.16,,,0.2
26,0.2,1,26,50,84.87,252.46,406932.52,1.7,1.92,15651.25,,,0.2
27,0.2,1,27,50,84.5,262.77,414598.0399999999,1.69,1.85,15355.48,,,0.2
28,0.2,1,28,50,84.5,271.05,421966.56,1.69,1.79,15070.23,,,0.2
29,0.2,1,29,50,84.13,259.95,430943.0500000001,1.68,1.72,14860.11,,,0.2
30,0.2,1,30,50,83.03,263.47,438660.44000000006,1.66,1.67,14622.01,,,0.2
31,0.2,1,31,50,83.03,263.49,446173.73,1.66,1.61,14392.7,,,0.2
32,0.2,1,32,50,83.03,263.49,453650.7299999999,1.66,1.56,14176.59,,,0.2
33,0.2,1,33,50,81.93,257.27,461360.44,1.64,1.52,13980.62,,,0.2
34,0.2,1,34,50,81.93,257.52,468591.15,1.64,1.47,13782.09,,,0.2
35,0.2,1,35,50,81.57,271.84,475280.2799999999,1.63,1.43,13579.44,,,0.2
36,0.2,1,36,50,81.57,275.33,482161.51999999984,1.63,1.39,13393.38,,,0.2
37,0.2,1,37,50,81.2,276.57,488632.4600000001,1.62,1.35,13206.28,,,0.2
38,0.2,1,38,50,79.73,265.68,495183.81000000006,1.59,1.32,13031.15,,,0.2
39,0.2,1,39,50,79.0,257.66,500743.70000000007,1.58,1.28,12839.58,,,0.2
40,0.2,1,40,50,79.0,254.57,505764.2900000001,1.58,1.25,12644.11,,,0.2
41,0.2,1,41,50,79.0,254.57,511088.5500000001,1.58,1.22,12465.57,,,0.2
42,0.2,1,42,50,77.9,247.91,515789.5100000001,1.56,1.19,12280.7,,,0.2
43,0.2,1,43,50,77.9,267.63,520367.9900000001,1.56,1.16,12101.58,,,0.2
44,0.2,1,44,50,76.8,271.46,524831.02,1.54,1.14,11927.98,,,0.2
45,0.2,1,45,50,76.43,258.97,528471.0900000001,1.53,1.11,11743.8,,,0.2
46,0.2,1,46,50,76.07,269.52,532199.9500000001,1.52,1.09,11569.56,,,0.2
47,0.2,1,47,50,75.7,270.82,535711.7100000001,1.51,1.06,11398.12,,,0.2
48,0.2,1,48,50,72.03,268.79,538909.7100000001,1.44,1.04,11227.29,,,0.2
49,0.2,1,49,50,72.03,268.79,539532.0600000002,1.44,1.02,11010.86,,,0.2
50,0.2,1,50,50,72.03,266.79,540082.0100000002,1.44,1.0,10801.64,,,0.2
1,0.30000000000000004,1,1,50,805.07,194.26,156393.46,16.1,50.0,156393.46,,,0.3
2,0.30000000000000004,1,2,50,418.37,190.63,159499.6,8.37,25.0,79749.8,,,0.3
3,0.30000000000000004,1,3,50,291.93,187.84,161147.58000000002,5.84,16.67,53715.86,,,0.3
4,0.30000000000000004,1,4,50,230.63,183.76,163487.46,4.61,12.5,40871.86,,,0.3
5,0.30000000000000004,1,5,50,191.9,179.29,168554.78000000003,3.84,10.0,33710.96,,,0.3
6,0.30000000000000004,1,6,50,166.57,184.68,175148.53,3.33,8.33,29191.42,,,0.3
